дата,регион,город,категория,товар,канал,количество,цена,продажи,прибыль
2025-11-01,Приволжский,Казань,Электроника,Ноутбук,Розница,6,77261,591047,157394
2025-11-01,Уральский,Челябинск,Одежда,Кроссовки,Розница,1,7992,10190,3818
2025-11-02,Уральский,Екатеринбург,Одежда,Футболка,Онлайн,1,1394,1777,617
2025-11-02,Приволжский,Самара,Книги,Роман,Розница,4,711,3626,1001
2025-11-02,Южный,Сочи,Электроника,Смартфон,Розница,7,46249,412772,86119
2025-11-02,Приволжский,Самара,Одежда,Кроссовки,Розница,7,7634,68133,14559
2025-11-02,Южный,Сочи,Электроника,Наушники,Розница,6,6401,48968,20530
2025-11-02,Южный,Краснодар,Электроника,Смартфон,Онлайн,8,48845,498219,205873
2025-11-03,Южный,Ростов-на-Дону,Бытовая техника,Пылесос,Онлайн,8,13407,136751,34195
2025-11-03,Уральский,Екатеринбург,Бытовая техника,Пылесос,Розница,2,12749,32510,12144
2025-11-03,Южный,Ростов-на-Дону,Электроника,Смартфон,Онлайн,5,41739,266086,61285
2025-11-03,Центральный,Тула,Одежда,Куртка,Розница,4,8878,45278,9981
2025-11-03,Приволжский,Казань,Книги,Учебник,Розница,4,1275,6502,1890
2025-11-03,Уральский,Екатеринбург,Одежда,Кроссовки,Розница,5,7010,44689,15241
2025-11-04,Приволжский,Нижний Новгород,Бытовая техника,Пылесос,Розница,3,13766,52655,21068
2025-11-04,Центральный,Воронеж,Книги,Роман,Онлайн,7,740,6604,1595
2025-11-04,Приволжский,Нижний Новгород,Книги,Учебник,Розница,6,1192,9119,3129
2025-11-04,Уральский,Челябинск,Электроника,Наушники,Онлайн,1,6549,8350,2879
2025-11-04,Южный,Сочи,Одежда,Куртка,Онлайн,5,8196,52249,12473
2025-11-04,Уральский,Екатеринбург,Книги,Учебник,Онлайн,1,1100,1402,536
2025-11-05,Центральный,Воронеж,Книги,Учебник,Онлайн,1,1109,1414,430
2025-11-05,Приволжский,Нижний Новгород,Бытовая техника,Пылесос,Онлайн,3,13226,50589,14220
2025-11-05,Южный,Ростов-на-Дону,Одежда,Футболка,Онлайн,1,1592,2030,597
2025-11-05,Центральный,Москва,Электроника,Смартфон,Онлайн,2,45178,115204,44722
2025-11-06,Центральный,Тула,Книги,Учебник,Розница,1,1302,1660,623
2025-11-06,Приволжский,Казань,Одежда,Футболка,Розница,8,1608,16402,4850
2025-11-06,Приволжский,Нижний Новгород,Электроника,Смартфон,Онлайн,3,47867,183091,52297
2025-11-06,Приволжский,Самара,Книги,Учебник,Розница,5,1240,7905,1662
2025-11-06,Южный,Ростов-на-Дону,Одежда,Кроссовки,Розница,7,7796,69579,29443
2025-11-07,Приволжский,Казань,Одежда,Кроссовки,Розница,2,7596,19370,8663
2025-11-07,Центральный,Тула,Книги,Роман,Розница,6,765,5852,1949
2025-11-07,Южный,Сочи,Бытовая техника,Пылесос,Розница,4,13577,69243,18934
2025-11-07,Центральный,Москва,Бытовая техника,Пылесос,Онлайн,6,13887,106236,25001
2025-11-07,Южный,Ростов-на-Дону,Одежда,Кроссовки,Розница,2,8124,20716,5981
2025-11-08,Приволжский,Нижний Новгород,Одежда,Куртка,Розница,6,9160,70074,21360
2025-11-08,Центральный,Москва,Электроника,Наушники,Розница,3,5678,21718,6161
2025-11-08,Уральский,Челябинск,Бытовая техника,Холодильник,Розница,2,56158,143203,58212
2025-11-08,Уральский,Екатеринбург,Электроника,Наушники,Онлайн,5,5537,35298,8411
2025-11-08,Уральский,Челябинск,Электроника,Смартфон,Онлайн,6,41469,317238,107107
2025-11-09,Приволжский,Казань,Одежда,Кроссовки,Онлайн,8,7768,79234,31189
2025-11-09,Уральский,Екатеринбург,Электроника,Наушники,Онлайн,1,6155,7848,2220
2025-11-09,Центральный,Москва,Электроника,Ноутбук,Розница,7,79065,705655,165037
2025-11-09,Приволжский,Нижний Новгород,Книги,Роман,Розница,4,710,3621,1201
2025-11-09,Южный,Ростов-на-Дону,Бытовая техника,Холодильник,Онлайн,8,51246,522709,186069
2025-11-09,Центральный,Москва,Одежда,Куртка,Розница,2,8998,22945,10030
2025-11-10,Приволжский,Самара,Одежда,Кроссовки,Розница,6,6852,52418,12168
2025-11-10,Центральный,Тула,Бытовая техника,Пылесос,Онлайн,7,14332,127913,40103
2025-11-11,Уральский,Челябинск,Электроника,Смартфон,Онлайн,6,44293,338841,135493
2025-11-11,Приволжский,Казань,Одежда,Футболка,Онлайн,1,1421,1812,782
2025-11-11,Южный,Сочи,Книги,Роман,Онлайн,8,763,7783,2976
2025-11-11,Центральный,Москва,Книги,Роман,Онлайн,6,690,5278,1975
2025-11-11,Центральный,Москва,Электроника,Смартфон,Розница,7,46637,416235,110518
2025-11-11,Центральный,Воронеж,Книги,Роман,Онлайн,7,728,6497,2031
2025-11-12,Центральный,Тула,Одежда,Кроссовки,Онлайн,4,7265,37052,8169
2025-11-12,Приволжский,Казань,Электроника,Смартфон,Онлайн,7,47227,421501,96067
2025-11-12,Центральный,Тула,Бытовая техника,Холодильник,Розница,2,47389,120842,41130
2025-11-12,Центральный,Воронеж,Одежда,Футболка,Розница,4,1649,8410,3512
2025-11-12,Уральский,Екатеринбург,Электроника,Смартфон,Розница,5,48945,312024,124352
2025-11-13,Уральский,Челябинск,Одежда,Футболка,Розница,5,1611,10270,3995
2025-11-13,Южный,Ростов-на-Дону,Электроника,Смартфон,Розница,6,48604,371821,101739
2025-11-13,Южный,Сочи,Бытовая техника,Холодильник,Онлайн,4,49971,254852,79452
2025-11-14,Приволжский,Казань,Бытовая техника,Пылесос,Онлайн,8,15269,155744,69256
2025-11-14,Южный,Краснодар,Книги,Учебник,Розница,2,1094,2790,659
2025-11-14,Уральский,Екатеринбург,Книги,Учебник,Онлайн,8,1091,11128,4435
2025-11-14,Уральский,Екатеринбург,Одежда,Куртка,Розница,6,9787,74871,16658
2025-11-15,Приволжский,Казань,Одежда,Футболка,Онлайн,7,1610,14369,3655
2025-11-15,Центральный,Тула,Книги,Учебник,Розница,8,1182,12056,3257
2025-11-15,Приволжский,Самара,Книги,Роман,Розница,3,757,2896,1100
2025-11-15,Центральный,Москва,Одежда,Кроссовки,Розница,7,6808,60761,23176
2025-11-16,Центральный,Москва,Одежда,Футболка,Розница,6,1601,12248,2916
2025-11-16,Уральский,Екатеринбург,Книги,Роман,Онлайн,8,635,6477,2334
2025-11-16,Уральский,Екатеринбург,Электроника,Ноутбук,Розница,6,85071,650793,221198
2025-11-16,Южный,Краснодар,Книги,Роман,Онлайн,4,718,3662,1513
2025-11-17,Центральный,Тула,Электроника,Смартфон,Онлайн,8,45719,466334,204959
2025-11-17,Центральный,Тула,Одежда,Кроссовки,Розница,1,7768,9904,2334
2025-11-17,Центральный,Тула,Бытовая техника,Пылесос,Онлайн,2,12817,32683,11081
2025-11-18,Приволжский,Самара,Одежда,Футболка,Розница,7,1371,12236,4202
2025-11-18,Приволжский,Казань,Одежда,Футболка,Розница,6,1450,11092,3860
2025-11-18,Уральский,Челябинск,Электроника,Смартфон,Онлайн,6,40901,312893,68030
2025-11-19,Приволжский,Самара,Одежда,Куртка,Онлайн,7,9595,85635,37838
2025-11-19,Уральский,Екатеринбург,Электроника,Смартфон,Онлайн,7,45351,404758,169873
2025-11-20,Уральский,Челябинск,Одежда,Кроссовки,Онлайн,4,8004,40820,15378
2025-11-20,Южный,Сочи,Одежда,Куртка,Онлайн,8,8667,88403,18291
2025-11-20,Уральский,Челябинск,Одежда,Куртка,Розница,6,9109,69684,30026
2025-11-20,Уральский,Екатеринбург,Книги,Учебник,Онлайн,4,1217,6207,1510
2025-11-20,Приволжский,Самара,Бытовая техника,Пылесос,Розница,5,13556,86420,36340
2025-11-20,Уральский,Екатеринбург,Книги,Роман,Онлайн,3,753,2880,1285
2025-11-21,Южный,Ростов-на-Дону,Книги,Роман,Онлайн,3,752,2876,695
2025-11-21,Приволжский,Казань,Бытовая техника,Пылесос,Онлайн,7,13592,121309,42388
2025-11-21,Южный,Сочи,Одежда,Кроссовки,Розница,2,8241,21015,9219
2025-11-21,Уральский,Челябинск,Книги,Учебник,Онлайн,5,1262,8045,2212
2025-11-21,Центральный,Москва,Электроника,Наушники,Розница,6,6209,47499,15989
2025-11-22,Приволжский,Нижний Новгород,Одежда,Куртка,Розница,4,8635,44038,16062
2025-11-22,Южный,Краснодар,Книги,Учебник,Онлайн,3,1309,5007,2201
2025-11-22,Уральский,Челябинск,Одежда,Куртка,Розница,6,8613,65889,27697
2025-11-22,Уральский,Челябинск,Бытовая техника,Холодильник,Онлайн,5,56568,360621,138891
2025-11-22,Приволжский,Нижний Новгород,Одежда,Куртка,Онлайн,2,8472,21604,5191
2025-11-23,Центральный,Тула,Бытовая техника,Холодильник,Онлайн,8,55458,565672,250907
2025-11-23,Южный,Ростов-на-Дону,Книги,Учебник,Онлайн,3,1279,4892,1841
2025-11-24,Уральский,Челябинск,Книги,Учебник,Онлайн,2,1287,3282,662
2025-11-24,Южный,Сочи,Бытовая техника,Холодильник,Розница,6,48430,370490,135661
2025-11-25,Центральный,Тула,Одежда,Куртка,Розница,7,8281,73908,20230
2025-11-25,Приволжский,Нижний Новгород,Электроника,Наушники,Онлайн,1,5695,7261,2203
2025-11-25,Приволжский,Самара,Книги,Роман,Розница,8,744,7589,2023
2025-11-25,Приволжский,Казань,Электроника,Наушники,Онлайн,4,5404,27560,11939
2025-11-25,Приволжский,Казань,Книги,Учебник,Розница,7,1231,10987,4299
2025-11-25,Уральский,Екатеринбург,Одежда,Куртка,Розница,5,9302,59300,19417
2025-11-26,Южный,Ростов-на-Дону,Книги,Учебник,Розница,2,1133,2889,605
2025-11-26,Уральский,Челябинск,Одежда,Куртка,Розница,7,8308,74149,24752
2025-11-26,Центральный,Воронеж,Книги,Роман,Розница,8,748,7630,1785
2025-11-26,Приволжский,Казань,Одежда,Кроссовки,Онлайн,4,8085,41234,10486
2025-11-26,Южный,Краснодар,Одежда,Кроссовки,Розница,7,7964,71079,24430
2025-11-26,Центральный,Воронеж,Книги,Роман,Розница,6,719,5500,2412
2025-11-27,Приволжский,Нижний Новгород,Бытовая техника,Холодильник,Розница,2,56658,144478,42863
2025-11-27,Приволжский,Нижний Новгород,Электроника,Наушники,Розница,1,6363,8113,3468
2025-11-27,Южный,Ростов-на-Дону,Электроника,Наушники,Онлайн,1,6022,7678,2760
2025-11-27,Приволжский,Нижний Новгород,Книги,Роман,Розница,5,742,4730,1052
2025-11-27,Уральский,Екатеринбург,Бытовая техника,Холодильник,Онлайн,1,55593,70881,18516
2025-11-28,Уральский,Челябинск,Электроника,Смартфон,Онлайн,5,43213,275483,108127
2025-11-28,Центральный,Воронеж,Электроника,Ноутбук,Розница,7,72247,644804,170788
2025-11-28,Центральный,Москва,Электроника,Наушники,Онлайн,7,5424,48409,12796
2025-11-28,Центральный,Тула,Книги,Роман,Онлайн,5,740,4718,1622
2025-11-28,Южный,Краснодар,Книги,Роман,Розница,2,667,1701,486
2025-11-28,Уральский,Челябинск,Книги,Роман,Розница,4,765,3901,1208
2025-11-29,Приволжский,Самара,Электроника,Ноутбук,Онлайн,7,85043,759009,196830
2025-11-29,Уральский,Екатеринбург,Электроника,Ноутбук,Онлайн,4,77175,393592,130200
2025-11-29,Южный,Краснодар,Бытовая техника,Холодильник,Розница,2,52633,134214,53428
2025-11-29,Приволжский,Казань,Бытовая техника,Пылесос,Онлайн,8,14066,143473,34446
2025-11-30,Уральский,Челябинск,Книги,Учебник,Розница,6,1280,9792,4317
2025-11-30,Центральный,Воронеж,Бытовая техника,Пылесос,Розница,8,13476,137455,39449
2025-12-01,Уральский,Екатеринбург,Электроника,Ноутбук,Онлайн,2,76061,197759,51571
2025-12-01,Центральный,Москва,Бытовая техника,Пылесос,Онлайн,2,12709,33043,11365
2025-12-01,Уральский,Екатеринбург,Книги,Учебник,Розница,1,1151,1496,510
2025-12-01,Южный,Ростов-на-Дону,Одежда,Футболка,Розница,6,1519,11848,4840
2025-12-01,Приволжский,Нижний Новгород,Одежда,Футболка,Розница,5,1492,9698,3853
2025-12-02,Приволжский,Нижний Новгород,Книги,Роман,Онлайн,6,688,5366,2213
2025-12-02,Центральный,Воронеж,Бытовая техника,Холодильник,Онлайн,2,52392,136219,50025
2025-12-02,Уральский,Екатеринбург,Электроника,Ноутбук,Онлайн,4,75581,393021,175471
2025-12-03,Южный,Краснодар,Одежда,Кроссовки,Онлайн,7,8151,74174,22973
2025-12-03,Центральный,Тула,Бытовая техника,Холодильник,Онлайн,4,49712,258502,99333
2025-12-03,Приволжский,Нижний Новгород,Книги,Учебник,Розница,5,1312,8528,2266
2025-12-03,Приволжский,Казань,Электроника,Смартфон,Онлайн,4,41322,214874,53538
2025-12-04,Приволжский,Самара,Электроника,Ноутбук,Розница,2,84177,218860,95631
2025-12-04,Уральский,Челябинск,Одежда,Кроссовки,Розница,2,7111,18489,6502
2025-12-04,Уральский,Челябинск,Одежда,Футболка,Онлайн,6,1509,11770,2697
2025-12-05,Южный,Ростов-на-Дону,Бытовая техника,Пылесос,Онлайн,8,13972,145309,36728
2025-12-05,Уральский,Челябинск,Бытовая техника,Холодильник,Розница,6,55696,434429,111785
2025-12-05,Уральский,Екатеринбург,Бытовая техника,Пылесос,Онлайн,6,13101,102188,26885
2025-12-06,Уральский,Челябинск,Бытовая техника,Холодильник,Розница,5,50216,326404,72540
2025-12-06,Центральный,Тула,Одежда,Куртка,Розница,5,9255,60158,21081
2025-12-06,Южный,Ростов-на-Дону,Электроника,Наушники,Розница,1,6436,8367,1825
2025-12-07,Приволжский,Самара,Электроника,Смартфон,Онлайн,6,40760,317928,71990
2025-12-07,Приволжский,Казань,Электроника,Ноутбук,Онлайн,2,71074,184792,53706
2025-12-07,Южный,Сочи,Одежда,Куртка,Розница,1,8699,11309,3189
2025-12-07,Приволжский,Нижний Новгород,Одежда,Футболка,Онлайн,1,1632,2122,741
2025-12-07,Центральный,Москва,Бытовая техника,Пылесос,Онлайн,2,13083,34016,14929
2025-12-08,Уральский,Екатеринбург,Электроника,Ноутбук,Розница,5,78945,513142,215813
2025-12-08,Центральный,Тула,Книги,Роман,Онлайн,2,759,1973,798
2025-12-08,Приволжский,Самара,Электроника,Смартфон,Онлайн,1,42458,55195,19670
2025-12-08,Приволжский,Самара,Бытовая техника,Холодильник,Онлайн,5,47355,307808,84192
2025-12-08,Южный,Сочи,Одежда,Кроссовки,Онлайн,4,8003,41616,15889
2025-12-08,Приволжский,Самара,Одежда,Футболка,Розница,8,1429,14862,4868
2025-12-09,Уральский,Екатеринбург,Электроника,Наушники,Розница,7,5587,50842,15650
2025-12-09,Южный,Ростов-на-Дону,Одежда,Куртка,Розница,6,9359,73000,23656
2025-12-09,Центральный,Тула,Бытовая техника,Пылесос,Онлайн,4,13910,72332,31981
2025-12-09,Приволжский,Самара,Бытовая техника,Пылесос,Онлайн,6,13642,106408,37830
2025-12-10,Центральный,Тула,Одежда,Куртка,Онлайн,3,8859,34550,12656
2025-12-10,Приволжский,Самара,Одежда,Куртка,Розница,8,9084,94474,24751
2025-12-10,Уральский,Челябинск,Книги,Учебник,Розница,4,1141,5933,2116
2025-12-10,Уральский,Челябинск,Одежда,Куртка,Онлайн,4,9474,49265,11074
2025-12-11,Уральский,Челябинск,Книги,Роман,Онлайн,3,702,2738,601
2025-12-11,Приволжский,Казань,Одежда,Куртка,Розница,2,8657,22508,5819
2025-12-11,Уральский,Челябинск,Бытовая техника,Пылесос,Онлайн,1,14444,18777,7509
2025-12-11,Южный,Краснодар,Электроника,Смартфон,Онлайн,4,48220,250744,85469
2025-12-11,Приволжский,Нижний Новгород,Одежда,Куртка,Розница,8,8387,87225,37073
2025-12-12,Уральский,Челябинск,Книги,Роман,Онлайн,2,684,1778,659
2025-12-12,Уральский,Челябинск,Одежда,Футболка,Розница,7,1529,13914,4403
2025-12-12,Уральский,Екатеринбург,Бытовая техника,Холодильник,Онлайн,4,50639,263323,96123
2025-12-13,Уральский,Екатеринбург,Бытовая техника,Холодильник,Розница,8,48755,507052,201397
2025-12-13,Центральный,Воронеж,Книги,Роман,Розница,7,651,5924,2205
2025-12-13,Центральный,Воронеж,Книги,Роман,Онлайн,3,686,2675,858
2025-12-13,Уральский,Екатеринбург,Одежда,Футболка,Онлайн,2,1547,4022,1403
2025-12-13,Приволжский,Самара,Бытовая техника,Пылесос,Розница,8,12632,131373,37644
2025-12-13,Уральский,Екатеринбург,Одежда,Кроссовки,Розница,5,7863,51110,21518
2025-12-14,Южный,Краснодар,Одежда,Футболка,Розница,6,1384,10795,4375
2025-12-14,Уральский,Екатеринбург,Бытовая техника,Холодильник,Розница,6,56661,441956,120702
2025-12-14,Приволжский,Нижний Новгород,Книги,Учебник,Розница,1,1192,1550,682
2025-12-14,Уральский,Челябинск,Электроника,Наушники,Розница,6,5703,44483,16265
2025-12-14,Центральный,Тула,Одежда,Куртка,Розница,5,8742,56823,25321
2025-12-14,Южный,Ростов-на-Дону,Электроника,Наушники,Розница,2,5829,15155,6681
2025-12-15,Приволжский,Казань,Электроника,Смартфон,Розница,3,46196,180164,61657
2025-12-15,Южный,Краснодар,Бытовая техника,Пылесос,Онлайн,1,12814,16658,5944
2025-12-15,Центральный,Воронеж,Электроника,Ноутбук,Розница,5,76791,499142,221821
2025-12-16,Уральский,Екатеринбург,Бытовая техника,Пылесос,Онлайн,5,14324,93106,29348
2025-12-16,Центральный,Воронеж,Книги,Роман,Онлайн,7,668,6079,1689
2025-12-17,Центральный,Тула,Книги,Роман,Онлайн,5,668,4342,1512
2025-12-17,Уральский,Екатеринбург,Одежда,Кроссовки,Розница,8,7649,79550,16389
2025-12-17,Центральный,Москва,Бытовая техника,Холодильник,Розница,6,49099,382972,113801
2025-12-17,Уральский,Челябинск,Книги,Учебник,Розница,1,1162,1511,559
2025-12-18,Уральский,Челябинск,Бытовая техника,Холодильник,Онлайн,7,49459,450077,198904
2025-12-18,Уральский,Челябинск,Электроника,Смартфон,Розница,6,43236,337241,88453
2025-12-18,Уральский,Екатеринбург,Бытовая техника,Холодильник,Онлайн,6,52675,410865,142222
2025-12-19,Уральский,Екатеринбург,Книги,Роман,Онлайн,7,715,6506,1546
2025-12-19,Уральский,Екатеринбург,Бытовая техника,Холодильник,Розница,5,48658,316277,129743
2025-12-19,Уральский,Челябинск,Бытовая техника,Пылесос,Онлайн,5,13494,87711,31506
2025-12-19,Южный,Ростов-на-Дону,Книги,Роман,Розница,7,699,6361,2125
2025-12-20,Приволжский,Самара,Одежда,Куртка,Онлайн,6,9473,73889,21129
2025-12-20,Уральский,Челябинск,Книги,Учебник,Онлайн,4,1233,6412,1893
2025-12-20,Центральный,Тула,Книги,Роман,Розница,6,715,5577,2278
2025-12-21,Южный,Сочи,Книги,Роман,Онлайн,3,694,2707,729
2025-12-21,Приволжский,Самара,Бытовая техника,Пылесос,Онлайн,3,13420,52338,11849
2025-12-22,Уральский,Челябинск,Бытовая техника,Пылесос,Онлайн,4,14831,77121,15949
2025-12-22,Южный,Сочи,Бытовая техника,Пылесос,Розница,2,12619,32809,14499
2025-12-22,Уральский,Челябинск,Электроника,Ноутбук,Онлайн,5,83980,545870,172312
2025-12-22,Уральский,Челябинск,Электроника,Ноутбук,Онлайн,7,83122,756410,203257
2025-12-22,Южный,Краснодар,Книги,Учебник,Онлайн,2,1105,2873,684
2025-12-22,Приволжский,Самара,Книги,Учебник,Онлайн,3,1299,5066,1272
2025-12-23,Центральный,Воронеж,Электроника,Ноутбук,Розница,8,81939,852166,222206
2025-12-23,Южный,Ростов-на-Дону,Книги,Учебник,Онлайн,8,1248,12979,3997
2025-12-23,Приволжский,Казань,Одежда,Куртка,Розница,4,9684,50357,15566
2025-12-23,Южный,Ростов-на-Дону,Бытовая техника,Пылесос,Онлайн,8,14597,151809,42762
2025-12-24,Приволжский,Нижний Новгород,Одежда,Кроссовки,Онлайн,5,7705,50082,22186
2025-12-24,Южный,Сочи,Электроника,Ноутбук,Розница,6,81450,635310,167490
2025-12-24,Уральский,Екатеринбург,Одежда,Футболка,Розница,3,1526,5951,1932
2025-12-25,Уральский,Екатеринбург,Книги,Роман,Онлайн,8,756,7862,3510
2025-12-25,Южный,Сочи,Одежда,Куртка,Онлайн,4,8370,43524,12963
2025-12-25,Приволжский,Самара,Книги,Учебник,Онлайн,1,1282,1667,398
2025-12-25,Приволжский,Самара,Электроника,Ноутбук,Розница,2,85052,221135,71459
2025-12-25,Центральный,Москва,Книги,Роман,Онлайн,4,666,3463,918
2025-12-26,Уральский,Екатеринбург,Электроника,Наушники,Онлайн,5,6062,39403,16831
2025-12-26,Центральный,Москва,Одежда,Куртка,Розница,4,8510,44252,13434
2025-12-26,Уральский,Екатеринбург,Электроника,Ноутбук,Онлайн,2,73264,190486,80175
2025-12-27,Приволжский,Казань,Бытовая техника,Пылесос,Онлайн,5,14194,92261,28100
2025-12-27,Уральский,Екатеринбург,Книги,Роман,Розница,5,736,4784,1434
2025-12-27,Приволжский,Самара,Книги,Учебник,Розница,5,1143,7430,2355
2025-12-27,Южный,Ростов-на-Дону,Одежда,Футболка,Онлайн,8,1383,14383,3752
2025-12-27,Уральский,Екатеринбург,Одежда,Футболка,Розница,8,1499,15590,6319
2025-12-28,Центральный,Воронеж,Одежда,Футболка,Онлайн,3,1408,5491,2322
2025-12-28,Приволжский,Самара,Одежда,Кроссовки,Онлайн,8,6904,71802,26925
2025-12-28,Приволжский,Самара,Бытовая техника,Холодильник,Онлайн,7,54972,500245,118513
2025-12-28,Южный,Ростов-на-Дону,Книги,Учебник,Розница,5,1135,7378,2835
2025-12-29,Приволжский,Самара,Одежда,Футболка,Розница,6,1599,12472,4629
2025-12-29,Уральский,Челябинск,Книги,Роман,Онлайн,7,638,5806,2019
2025-12-29,Уральский,Челябинск,Электроника,Наушники,Розница,4,5650,29380,7957
2025-12-29,Южный,Сочи,Одежда,Кроссовки,Онлайн,7,7239,65875,20422
2025-12-30,Уральский,Челябинск,Электроника,Смартфон,Розница,4,41944,218109,58734
2025-12-30,Центральный,Тула,Книги,Учебник,Розница,4,1147,5964,1779
2025-12-30,Центральный,Москва,Электроника,Наушники,Розница,6,5731,44702,15987
2025-12-31,Уральский,Екатеринбург,Электроника,Ноутбук,Розница,7,83059,755837,174986
2025-12-31,Приволжский,Нижний Новгород,Электроника,Ноутбук,Розница,4,75314,391633,122720
